QID,question,answer,correct,choice
1075,Which of these materials is most commonly used as a plant fertilizer?,Glass,FALSE,B
1075,Which of these materials is most commonly used as a plant fertilizer?,Toothpaste,FALSE,A
853,Which of these men has been knighted by the Queen of England?,Hugh Grant,FALSE,B
853,Which of these men has been knighted by the Queen of England?,Keith Richards,FALSE,A
853,Which of these men has been knighted by the Queen of England?,Rudy Giuliani,TRUE,C
1537,Which of these MLS soccer teams does NOT play its home games in the US?,Impact,TRUE,C
1537,Which of these MLS soccer teams does NOT play its home games in the US?,Sounders,FALSE,A
1537,Which of these MLS soccer teams does NOT play its home games in the US?,Timber,FALSE,B
640,Which of these monuments lends its name to a common domestic chicken breed?,Lincoln Memorial,FALSE,C
640,Which of these monuments lends its name to a common domestic chicken breed?,Plymouth Rock,TRUE,B
640,Which of these monuments lends its name to a common domestic chicken breed?,The Alamo,FALSE,A
1167,Which of these mountain peaks does NOT get its name from a color?,"Mont Blanc, France",FALSE,C
1167,Which of these mountain peaks does NOT get its name from a color?,"Monte Rosa, Switzerland",TRUE,A
1167,Which of these mountain peaks does NOT get its name from a color?,"Pico Turquino, Cuba",FALSE,B
995,Which of these movies did NOT win an Academy Award for Best Original Song?,Dirty Dancing,FALSE,C
995,Which of these movies did NOT win an Academy Award for Best Original Song?,Flashdance,FALSE,B
995,Which of these movies did NOT win an Academy Award for Best Original Song?,Footloose,TRUE,A
748,Which of these movies was its director's feature film debut?,Being John Malkovich,TRUE,A
748,Which of these movies was its director's feature film debut?,Jaws,FALSE,B
748,Which of these movies was its director's feature film debut?,Moonlight,FALSE,C
909,Which of these music genres peaked in popularity during the 1970s?,Disco,TRUE,B
909,Which of these music genres peaked in popularity during the 1970s?,Doo-wop,FALSE,A
909,Which of these music genres peaked in popularity during the 1970s?,Rap,FALSE,C
724,Which of these musicians once featured in a movie based on “Blue’s Clues”?,Paul Simon,FALSE,B
724,Which of these musicians once featured in a movie based on “Blue’s Clues”?,Ray Charles,TRUE,A
724,Which of these musicians once featured in a movie based on “Blue’s Clues”?,Ricky Martin,FALSE,C
568,Which of these must you enter to sail from the Black Sea to the Mediterranean?,Aegean Sea,TRUE,C
568,Which of these must you enter to sail from the Black Sea to the Mediterranean?,Ionian Sea,FALSE,B
568,Which of these must you enter to sail from the Black Sea to the Mediterranean?,Tyrrhenian Sea,FALSE,A
1025,Which of these names also refers specifically to a male duck?,Drake,TRUE,C
1025,Which of these names also refers specifically to a male duck?,Meek,FALSE,A
1025,Which of these names also refers specifically to a male duck?,Mill,FALSE,B
1482,Which of these names is also a term that refers to a male deer?,Alfredo,FALSE,C
1482,Which of these names is also a term that refers to a male deer?,Buck,TRUE,B
1482,Which of these names is also a term that refers to a male deer?,Gary,FALSE,A
437,Which of these nations does NOT lie on the Gulf of Bothnia?,Estonia,TRUE,C
437,Which of these nations does NOT lie on the Gulf of Bothnia?,Finland,FALSE,B
437,Which of these nations does NOT lie on the Gulf of Bothnia?,Sweden,FALSE,A
1246,Which of these nations has NOT produced a secretary-general of the United Nations?,Brazil,TRUE,A
1246,Which of these nations has NOT produced a secretary-general of the United Nations?,Egypt,FALSE,B
1246,Which of these nations has NOT produced a secretary-general of the United Nations?,Sweden,FALSE,C
1464,Which of these nations shares a border with Italy?,Serbia,FALSE,A
1464,Which of these nations shares a border with Italy?,Slovakia,FALSE,B
1464,Which of these nations shares a border with Italy?,Slovenia,TRUE,C
892,Which of these nations shares its border with the most countries?,Austria,TRUE,A
892,Which of these nations shares its border with the most countries?,Bolivia,FALSE,B
892,Which of these nations shares its border with the most countries?,Mali,FALSE,C
843,Which of these nations’ capital cities is located at the highest altitude?,Chile,FALSE,C
843,Which of these nations’ capital cities is located at the highest altitude?,Ethiopia,TRUE,A
843,Which of these nations’ capital cities is located at the highest altitude?,Kenya,FALSE,B
422,Which of these NBA teams has a female owner?,Lakers,TRUE,A
422,Which of these NBA teams has a female owner?,Pacers,FALSE,C
422,Which of these NBA teams has a female owner?,Timberwolves,FALSE,B
410,Which of these newspapers was founded most recently?,USA Today,TRUE,C
410,Which of these newspapers was founded most recently?,Wall Street Journal,FALSE,A
410,Which of these newspapers was founded most recently?,Washington Post,FALSE,B
163,Which of these North American deserts is the smallest?,Chihuahuan Desert,FALSE,C
163,Which of these North American deserts is the smallest?,Mojave Desert,TRUE,B
163,Which of these North American deserts is the smallest?,Sonoran Desert,FALSE,A
432,Which of these numbers is the smallest?,Inches in a yard,FALSE,A
432,Which of these numbers is the smallest?,Seconds in a minute,FALSE,C
432,Which of these numbers is the smallest?,Tablespoons in a pint,TRUE,B
351,Which of these offers protection during a battle?,Armour,TRUE,B
351,Which of these offers protection during a battle?,Scrunchie,FALSE,A
351,Which of these offers protection during a battle?,Snapchat glasses,FALSE,C
123,"Which of these Olympians is most likely to perform a lutz, axel or toe loop jump?",Kristi Yamaguchi,TRUE,C
123,"Which of these Olympians is most likely to perform a lutz, axel or toe loop jump?",Michael Phelps,FALSE,A
123,"Which of these Olympians is most likely to perform a lutz, axel or toe loop jump?",Usain Bolt,FALSE,B
1175,Which of these orders of insects has the largest number of species?,Beetles,TRUE,A
1175,Which of these orders of insects has the largest number of species?,Cockroaches,FALSE,B
1175,Which of these orders of insects has the largest number of species?,Flies,FALSE,C
1397,Which of these particles is NOT found within an atomic nucleus?,Electron,TRUE,A
1397,Which of these particles is NOT found within an atomic nucleus?,Neutron,FALSE,C
1397,Which of these particles is NOT found within an atomic nucleus?,Proton,FALSE,B
313,Which of these past Olympic mascots was an animal?,Hodori,TRUE,C
313,Which of these past Olympic mascots was an animal?,Izzy,FALSE,A
313,Which of these past Olympic mascots was an animal?,Wenlock,FALSE,B
452,Which of these people has NOT given a Harvard Commencement speech?,Madeleine Albright,FALSE,A
452,Which of these people has NOT given a Harvard Commencement speech?,Oprah Winfrey,FALSE,B
452,Which of these people has NOT given a Harvard Commencement speech?,Sonia Sotomayor,TRUE,C
683,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Jon Hamm,FALSE,B
683,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Julianne Moore,TRUE,A
683,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Lucy Liu,FALSE,C
915,Which of these people is NOT an inductee into the Internet Hall of Fame?,Al Gore,FALSE,B
915,Which of these people is NOT an inductee into the Internet Hall of Fame?,Steve Jobs,TRUE,C
915,Which of these people is NOT an inductee into the Internet Hall of Fame?,Tim Berners-Lee,FALSE,A
578,Which of these people is NOT credited as one of the discoverers of calculus?,Carl Friedrich Gauss,TRUE,C
578,Which of these people is NOT credited as one of the discoverers of calculus?,Gottfried Leibniz,FALSE,B
578,Which of these people is NOT credited as one of the discoverers of calculus?,Isaac Newton,FALSE,A
1538,Which of these people served as vice president under the person on the US $50 bill?,Aaron Burr,FALSE,A
1538,Which of these people served as vice president under the person on the US $50 bill?,Andrew Johnson,FALSE,B
1538,Which of these people served as vice president under the person on the US $50 bill?,Henry Wilson,TRUE,C
100,Which of these people was born with the same name as a famous ketchup?,Henry Ford,FALSE,A
100,Which of these people was born with the same name as a famous ketchup?,Henry Kissinger,TRUE,C
100,Which of these people was born with the same name as a famous ketchup?,Karl Marx,FALSE,B
1424,Which of these people was president of the US during the Civil War?,Abraham Lincoln,TRUE,A
1424,Which of these people was president of the US during the Civil War?,Andrew Jackson,FALSE,B
1424,Which of these people was president of the US during the Civil War?,Ulysses S. Grant,FALSE,C
201,Which of these performers was part of the first Lollapalooza festival lineup?,Depeche Mode,FALSE,B
201,Which of these performers was part of the first Lollapalooza festival lineup?,Ice-T,TRUE,C
201,Which of these performers was part of the first Lollapalooza festival lineup?,Soundgarden,FALSE,A
1463,Which of these phrases has NOT been the title of a James Bond film?,For Your Eyes Only,FALSE,C
1463,Which of these phrases has NOT been the title of a James Bond film?,Live and Let Die,FALSE,B
1463,Which of these phrases has NOT been the title of a James Bond film?,Tomorrow Is Not Enough,TRUE,A
921,Which of these phrases is slang for a bad thing?,Bee's knees,FALSE,B
921,Which of these phrases is slang for a bad thing?,Cat's pajamas,FALSE,C
921,Which of these phrases is slang for a bad thing?,Dog’s breakfast,TRUE,A
561,Which of these pies is typically made with a graham cracker crust?,Félix Pie,FALSE,B
561,Which of these pies is typically made with a graham cracker crust?,Key Lime Pie,TRUE,C
561,Which of these pies is typically made with a graham cracker crust?,Shepherd's Pie,FALSE,A
420,Which of these places calls itself “The City of Brotherly Love”?,Boston,FALSE,C
420,Which of these places calls itself “The City of Brotherly Love”?,Chicago,FALSE,A
420,Which of these places calls itself “The City of Brotherly Love”?,Philadelphia,TRUE,B
577,Which of these places is geographically classified as an enclave?,Liechtenstein,FALSE,C
577,Which of these places is geographically classified as an enclave?,Luxembourg,FALSE,A
577,Which of these places is geographically classified as an enclave?,San Marino,TRUE,B
1383,Which of these places is located in the tropics?,Antarctica,FALSE,C
1383,Which of these places is located in the tropics?,Hawaii,TRUE,B
1383,Which of these places is located in the tropics?,Siberia,FALSE,A
1498,Which of these places is naturally home to penguins?,Alaska,FALSE,A
1498,Which of these places is naturally home to penguins?,Mongolia,FALSE,C
1498,Which of these places is naturally home to penguins?,South Africa,TRUE,B
1339,Which of these places named its capital after John the Baptist?,Cuba,FALSE,A
1339,Which of these places named its capital after John the Baptist?,Puerto Rico,TRUE,B
1339,Which of these places named its capital after John the Baptist?,The Bahamas,FALSE,C
620,Which of these pleasantly-scented plants is part of the mint family?,Hyacinth,FALSE,A
620,Which of these pleasantly-scented plants is part of the mint family?,Hydrangea,FALSE,B
620,Which of these pleasantly-scented plants is part of the mint family?,Lavender,TRUE,C
289,Which of these poets' best-known works is a villanelle?,Dylan Thomas,TRUE,B
289,Which of these poets' best-known works is a villanelle?,Robert Frost,FALSE,A
289,Which of these poets' best-known works is a villanelle?,T.S. Eliot,FALSE,C
776,Which of these poker hands typically beats the other two?,Flush,FALSE,B
776,Which of these poker hands typically beats the other two?,Full house,TRUE,C
776,Which of these poker hands typically beats the other two?,Straight,FALSE,A
1466,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,National Magazine Award,FALSE,B
1466,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,O. Henry,FALSE,C
1466,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,Pulitzer,TRUE,A
143,Which of these products is a depilatory?,Nair,TRUE,A
143,Which of these products is a depilatory?,Pomade,FALSE,C
143,Which of these products is a depilatory?,Rogaine,FALSE,B
722,Which of these products was originally developed for surgical use?,Bengay,FALSE,B
722,Which of these products was originally developed for surgical use?,Listerine,TRUE,A
722,Which of these products was originally developed for surgical use?,VapoRub,FALSE,C
1049,Which of these professionals is most likely to claim to have ESP?,Gym teacher,FALSE,C
1049,Which of these professionals is most likely to claim to have ESP?,Lifeguard,FALSE,A
1049,Which of these professionals is most likely to claim to have ESP?,Psychic,TRUE,B
716,Which of these professions is most likely to make a horseshoe?,Farrier,TRUE,A
716,Which of these professions is most likely to make a horseshoe?,Notary,FALSE,C
716,Which of these professions is most likely to make a horseshoe?,Ophthalmologist,FALSE,B
1373,Which of these properties is often measured in fluid ounces?,Density,FALSE,A
1373,Which of these properties is often measured in fluid ounces?,Viscosity,FALSE,C
1373,Which of these properties is often measured in fluid ounces?,Volume,TRUE,B
958,Which of these punctuation marks can be found in an interrobang?,Ampersand,FALSE,A
958,Which of these punctuation marks can be found in an interrobang?,Pound sign,FALSE,B
958,Which of these punctuation marks can be found in an interrobang?,Question mark,TRUE,C
1257,Which of these rappers is the tallest?,Lil Uzi Vert,FALSE,B
1257,Which of these rappers is the tallest?,Lil Wayne,FALSE,C
1257,Which of these rappers is the tallest?,Lil Yachty,TRUE,A
529,Which of these refers to a blend of spices?,Fenugreek,FALSE,A
529,Which of these refers to a blend of spices?,Marjoram,FALSE,C
529,Which of these refers to a blend of spices?,Vadouvan,TRUE,B
408,Which of these refers to asking someone to an end-of-school-year dance?,Planking,FALSE,A
408,Which of these refers to asking someone to an end-of-school-year dance?,Promposal,TRUE,B
408,Which of these refers to asking someone to an end-of-school-year dance?,Sip n’ See,FALSE,C
1281,Which of these religious movements was founded by a woman?,Christian Science,TRUE,B
1281,Which of these religious movements was founded by a woman?,Jehovah’s Witnesses,FALSE,A
1281,Which of these religious movements was founded by a woman?,Rastafari,FALSE,C
412,Which of these rivers forms at least part of the boundary of four U.S. states?,Delaware,TRUE,B
412,Which of these rivers forms at least part of the boundary of four U.S. states?,Rio Grande,FALSE,A
412,Which of these rivers forms at least part of the boundary of four U.S. states?,St. Lawrence,FALSE,C
494,Which of these Robin Williams characters is a real person?,Daniel Hillard,FALSE,A
494,Which of these Robin Williams characters is a real person?,Patch Adams,TRUE,B
494,Which of these Robin Williams characters is a real person?,T. S. Garp,FALSE,C
1483,Which of these roots is often used to make naturally flavored root beer?,Cassava,FALSE,C
1483,Which of these roots is often used to make naturally flavored root beer?,Ginseng,FALSE,A
1483,Which of these roots is often used to make naturally flavored root beer?,Sarsaparilla,TRUE,B
1263,Which of these sandwiches is often grilled?,Cheese,TRUE,A
1263,Which of these sandwiches is often grilled?,Earl,FALSE,C
1263,Which of these sandwiches is often grilled?,Knuckle,FALSE,B
1296,Which of these scientists has a common tie knot named in his honor?,Ernest Rutherford,FALSE,A
1296,Which of these scientists has a common tie knot named in his honor?,Joseph Priestley,FALSE,B
1296,Which of these scientists has a common tie knot named in his honor?,Lord Kelvin,TRUE,C
1510,Which of these sci-fi movie titles is also a scientific term that applies to black holes?,Event Horizon,TRUE,C
1510,Which of these sci-fi movie titles is also a scientific term that applies to black holes?,Ex Machina,FALSE,A
1510,Which of these sci-fi movie titles is also a scientific term that applies to black holes?,Solaris,FALSE,B
616,Which of these screenwriters once co-wrote the script for a flop SNL film?,Aaron Sorkin,FALSE,A
616,Which of these screenwriters once co-wrote the script for a flop SNL film?,Carrie Fisher,FALSE,C
616,Which of these screenwriters once co-wrote the script for a flop SNL film?,Quentin Tarantino,TRUE,B
566,Which of these self-proclaimed seers also wrote a well-known cookbook?,Long Island Medium,FALSE,A
566,Which of these self-proclaimed seers also wrote a well-known cookbook?,Nostradamus,TRUE,B
566,Which of these self-proclaimed seers also wrote a well-known cookbook?,The Amazing Kreskin,FALSE,C
1313,Which of these shapes has the most sides?,Hexagon,TRUE,A
1313,Which of these shapes has the most sides?,Pentagon,FALSE,B
1313,Which of these shapes has the most sides?,Rhombus,FALSE,C
1511,Which of these shirts would an Australian most likely call a “skivvy”?,Crop top,FALSE,C
1511,Which of these shirts would an Australian most likely call a “skivvy”?,Sleeveless T-shirt,FALSE,B
1511,Which of these shirts would an Australian most likely call a “skivvy”?,Turtleneck,TRUE,A
542,Which of these shows has NOT won a Golden Globe?,Crazy Ex-Girlfriend,FALSE,C
542,Which of these shows has NOT won a Golden Globe?,Jane the Virgin,FALSE,A
542,Which of these shows has NOT won a Golden Globe?,Shameless,TRUE,B
1330,Which of these shows typically features voiceover narration instead of an on-screen host?,Fixer Upper,FALSE,B
1330,Which of these shows typically features voiceover narration instead of an on-screen host?,Flip or Flop,FALSE,A
1330,Which of these shows typically features voiceover narration instead of an on-screen host?,House Hunters,TRUE,C
1191,Which of these singers has an eponymous album title?,Carly Rae Jepsen,FALSE,B
1191,Which of these singers has an eponymous album title?,Demi Lovato,TRUE,A
1191,Which of these singers has an eponymous album title?,Selena Gomez,FALSE,C
456,Which of these singers is famous for playing the trumpet?,Frank Sinatra,FALSE,B
456,Which of these singers is famous for playing the trumpet?,Louis Armstrong,TRUE,C
456,Which of these singers is famous for playing the trumpet?,Mary J. Blige,FALSE,A
1209,Which of these singers referred to himself as “the Lizard King”?,Gene Simmons,FALSE,A
1209,Which of these singers referred to himself as “the Lizard King”?,Jim Morrison,TRUE,C
1209,Which of these singers referred to himself as “the Lizard King”?,Steven Tyler,FALSE,B
543,Which of these skincare products is in the Smithsonian?,Carmex lip balm,FALSE,B
543,Which of these skincare products is in the Smithsonian?,Nivea Creme,FALSE,A
543,Which of these skincare products is in the Smithsonian?,Stridex pads,TRUE,C
1131,Which of these songs does NOT have the same melody as the other two?,Baa Baa Black Sheep,FALSE,C
1131,Which of these songs does NOT have the same melody as the other two?,Frère Jacques,TRUE,B
1131,Which of these songs does NOT have the same melody as the other two?,The Alphabet Song,FALSE,A
144,Which of these songs was NOT recorded by the Beach Boys?,Surf City,TRUE,B
144,Which of these songs was NOT recorded by the Beach Boys?,Surfer Girl,FALSE,C
144,Which of these songs was NOT recorded by the Beach Boys?,Surf's Up,FALSE,A
1513,Which of these songs was recorded by a band originally named “On A Friday”?,Creeping,FALSE,B
1513,Which of these songs was recorded by a band originally named “On A Friday”?,Idioteque,TRUE,A
1513,Which of these songs was recorded by a band originally named “On A Friday”?,Just Like Heaven,FALSE,C
245,Which of these soprano singing ranges has the lowest tessitura?,Coloratura,FALSE,B
245,Which of these soprano singing ranges has the lowest tessitura?,Dramatic,TRUE,C
245,Which of these soprano singing ranges has the lowest tessitura?,Soubrette,FALSE,A
1472,Which of these species is the closest relative of the llama?,Alpaca,TRUE,B
1472,Which of these species is the closest relative of the llama?,Hamster,FALSE,A
1472,Which of these species is the closest relative of the llama?,Rhinoceros,FALSE,C
444,Which of these sports does NOT typically use any kind of net?,American handball,TRUE,B
444,Which of these sports does NOT typically use any kind of net?,Badminton,FALSE,A
444,Which of these sports does NOT typically use any kind of net?,Ice hockey,FALSE,C
557,Which of these sports has the most players per team?,Australian football,TRUE,B
557,Which of these sports has the most players per team?,Rugby union,FALSE,C
557,Which of these sports has the most players per team?,Women's lacrosse,FALSE,A
226,Which of these sports is played with a paddle?,Handball,FALSE,C
226,Which of these sports is played with a paddle?,Lacrosse,FALSE,A
226,Which of these sports is played with a paddle?,Pickleball,TRUE,B
1010,Which of these sports typically uses the heaviest standard ball?,Baseball,FALSE,B
1010,Which of these sports typically uses the heaviest standard ball?,Cricket,FALSE,A
1010,Which of these sports typically uses the heaviest standard ball?,Fast-pitch softball,TRUE,C
926,Which of these states borders the Hawkeye State?,The Peace Garden State,FALSE,B
926,Which of these states borders the Hawkeye State?,The Show Me State,TRUE,C
926,Which of these states borders the Hawkeye State?,The Volunteer State,FALSE,A
614,Which of these states does NOT currently have an In-N-Out?,Arizona,FALSE,C
614,Which of these states does NOT currently have an In-N-Out?,New Mexico,TRUE,A
614,Which of these states does NOT currently have an In-N-Out?,Utah,FALSE,B
290,Which of these states does NOT have an official governor’s mansion?,Alaska,FALSE,A
290,Which of these states does NOT have an official governor’s mansion?,Idaho,TRUE,B
290,Which of these states does NOT have an official governor’s mansion?,South Dakota,FALSE,C
1413,Which of these states is home to the tallest structure in the Western Hemisphere?,New York,FALSE,B
1413,Which of these states is home to the tallest structure in the Western Hemisphere?,North Dakota,TRUE,C
1413,Which of these states is home to the tallest structure in the Western Hemisphere?,Washington,FALSE,A
1423,Which of these states lies farthest west?,New Jersey,FALSE,C
1423,Which of these states lies farthest west?,New Mexico,TRUE,A
1423,Which of these states lies farthest west?,North Carolina,FALSE,B
355,Which of these Stephen King novels was written under a pseudonym?,Salem's Lot,FALSE,B
355,Which of these Stephen King novels was written under a pseudonym?,The Running Man,TRUE,C
355,Which of these Stephen King novels was written under a pseudonym?,The Shining,FALSE,A
20,Which of these Summer Olympics events uses the longest playing surface?,Badminton,FALSE,B
20,Which of these Summer Olympics events uses the longest playing surface?,Fencing,TRUE,A
20,Which of these Summer Olympics events uses the longest playing surface?,Taekwondo,FALSE,C
178,Which of these supposedly hip cities does NOT have an Instagram filter named after it?,Austin,TRUE,B
178,Which of these supposedly hip cities does NOT have an Instagram filter named after it?,Brooklyn,FALSE,C
178,Which of these supposedly hip cities does NOT have an Instagram filter named after it?,Nashville,FALSE,A
624,Which of these symbols appears on the dice in Milton Bradley's Jumanji board game?,Racquet,TRUE,B
624,Which of these symbols appears on the dice in Milton Bradley's Jumanji board game?,Rhinoceros,FALSE,A
624,Which of these symbols appears on the dice in Milton Bradley's Jumanji board game?,Safari hat,FALSE,C
1119,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,Behemoth,FALSE,A
1119,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,Gargantuan,FALSE,B
1119,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,Mammoth,TRUE,C
1253,Which of these synonyms for “large” was coined most recently?,Ginormous,FALSE,C
1253,Which of these synonyms for “large” was coined most recently?,Humongous,TRUE,B
1253,Which of these synonyms for “large” was coined most recently?,Prodigious,FALSE,A
1067,Which of these synonyms for “small amount” comes from a Japanese word?,Bit,FALSE,B
1067,Which of these synonyms for “small amount” comes from a Japanese word?,Iota,FALSE,C
1067,Which of these synonyms for “small amount” comes from a Japanese word?,Skosh,TRUE,A
684,Which of these teams won a Stanley Cup before the NHL was founded?,Boston Bruins,FALSE,B
684,Which of these teams won a Stanley Cup before the NHL was founded?,Montreal Canadiens,TRUE,A
684,Which of these teams won a Stanley Cup before the NHL was founded?,Toronto Maple Leafs,FALSE,C
1500,Which of these tech companies does NOT have the same CEO as the other two?,Kickstarter,TRUE,A
1500,Which of these tech companies does NOT have the same CEO as the other two?,Square,FALSE,B
1500,Which of these tech companies does NOT have the same CEO as the other two?,Twitter,FALSE,C
828,Which of these technological breakthroughs was invented by a man?,Aerosol can,TRUE,C
828,Which of these technological breakthroughs was invented by a man?,Kevlar,FALSE,B
828,Which of these technological breakthroughs was invented by a man?,Windshield wipers,FALSE,A
685,Which of these television shows was NOT based on a British series?,Say Yes to the Dress,TRUE,A
685,Which of these television shows was NOT based on a British series?,Trading Spaces,FALSE,C
685,Which of these television shows was NOT based on a British series?,Wife Swap,FALSE,B
1512,Which of these terms accurately describes America’s three most popular beer brands as of 2017?,Ale,FALSE,B
1512,Which of these terms accurately describes America’s three most popular beer brands as of 2017?,IPA,FALSE,C
1512,Which of these terms accurately describes America’s three most popular beer brands as of 2017?,Lager,TRUE,A
267,Which of these terms does NOT refer to a sea slug?,Nudibranch,FALSE,C
267,Which of these terms does NOT refer to a sea slug?,Sea hare,FALSE,B
267,Which of these terms does NOT refer to a sea slug?,Sea pig,TRUE,A
795,Which of these terms is a common bicycle part?,Fireman fingers,FALSE,B
795,Which of these terms is a common bicycle part?,Lawyer lips,TRUE,A
795,Which of these terms is a common bicycle part?,Trainer toes,FALSE,C
1374,Which of these terms is used to describe the news media?,Fourth estate,TRUE,A
1374,Which of these terms is used to describe the news media?,Second base,FALSE,B
1374,Which of these terms is used to describe the news media?,Third watch,FALSE,C
1042,Which of these terms is used to refer to one nautical mile per hour?,Fathom,FALSE,C
1042,Which of these terms is used to refer to one nautical mile per hour?,Knot,TRUE,A
1042,Which of these terms is used to refer to one nautical mile per hour?,League,FALSE,B
1348,Which of these terms means “common people”?,Bok choy,FALSE,C
1348,Which of these terms means “common people”?,Hoi polloi,TRUE,B
1348,Which of these terms means “common people”?,Perth Amboy,FALSE,A
1315,Which of these terms refers to a popular type of wooden board used for decorating?,Boatcull,FALSE,B
1315,Which of these terms refers to a popular type of wooden board used for decorating?,Craftpanel,FALSE,C
1315,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,TRUE,A
1305,Which of these terms refers to the outer region of the Sun’s atmosphere?,Corona,TRUE,B
1305,Which of these terms refers to the outer region of the Sun’s atmosphere?,Tacoma,FALSE,A
1305,Which of these terms refers to the outer region of the Sun’s atmosphere?,Zygoma,FALSE,C
78,Which of these things can be mathematically described as an oblate spheroid?,NFL football,FALSE,A
78,Which of these things can be mathematically described as an oblate spheroid?,Planet Earth,TRUE,C
78,Which of these things can be mathematically described as an oblate spheroid?,Unshelled peanut,FALSE,B
167,Which of these things did Skee-Lo NOT wish for in his hit '90s song?,1964 Impala,FALSE,A
167,Which of these things did Skee-Lo NOT wish for in his hit '90s song?,Child named Big Al,FALSE,C
167,Which of these things did Skee-Lo NOT wish for in his hit '90s song?,White shirt collar,TRUE,B
258,Which of these titles is currently held by nobody?,Duke of Gloucester,FALSE,C
258,Which of these titles is currently held by nobody?,Duke of Kent,FALSE,B
258,Which of these titles is currently held by nobody?,Duke of Windsor,TRUE,A
1471,Which of these titles typically wields the most power at a corporation?,CEO,TRUE,C
1471,Which of these titles typically wields the most power at a corporation?,CFO,FALSE,B
1471,Which of these titles typically wields the most power at a corporation?,CIO,FALSE,A
839,Which of these toys debuted in stores during JFK’s presidency?,G.I. Joe,FALSE,B
839,Which of these toys debuted in stores during JFK’s presidency?,RC helicopter,FALSE,A
839,Which of these toys debuted in stores during JFK’s presidency?,Slip ’N Slide,TRUE,C
244,Which of these toys has NOT been to space?,Etch A Sketch,TRUE,A
244,Which of these toys has NOT been to space?,Lego,FALSE,C
244,Which of these toys has NOT been to space?,Slinky,FALSE,B
1551,Which of these Triple Crown-winning horses ran the Kentucky Derby the fastest?,American Pharoah,FALSE,B
1551,Which of these Triple Crown-winning horses ran the Kentucky Derby the fastest?,Seattle Slew,TRUE,C
1551,Which of these Triple Crown-winning horses ran the Kentucky Derby the fastest?,War Admiral,FALSE,A
985,Which of these two-dimensional shapes has the most sides?,Chiliagon,TRUE,A
985,Which of these two-dimensional shapes has the most sides?,Enneadecagon,FALSE,C
985,Which of these two-dimensional shapes has the most sides?,Octadecagon,FALSE,B
147,Which of these two-letter combos is an acceptable word in Scrabble?,Da,TRUE,C
147,Which of these two-letter combos is an acceptable word in Scrabble?,Fi,FALSE,A
147,Which of these two-letter combos is an acceptable word in Scrabble?,Ro,FALSE,B
1323,Which of these typically stores sweet treats?,Cookie jar,TRUE,B
1323,Which of these typically stores sweet treats?,Jacuzzi,FALSE,A
1323,Which of these typically stores sweet treats?,Shrimp boat,FALSE,C
860,Which of these U.S. national parks is home to a supervolcano?,Yellowstone,TRUE,C
860,Which of these U.S. national parks is home to a supervolcano?,Yosemite,FALSE,A
860,Which of these U.S. national parks is home to a supervolcano?,Zion,FALSE,B
401,Which of these U.S. presidents was NEVER a vice president?,Gerald Ford,FALSE,C
401,Which of these U.S. presidents was NEVER a vice president?,Herbert Hoover,TRUE,A
401,Which of these U.S. presidents was NEVER a vice president?,Richard Nixon,FALSE,B
933,Which of these U.S. states is known for its panhandle?,Florida,TRUE,A
933,Which of these U.S. states is known for its panhandle?,Iowa,FALSE,B
933,Which of these U.S. states is known for its panhandle?,Montana,FALSE,C
212,Which of these U.S. TV shows airs earliest in the day?,Good Morning America,TRUE,B
212,Which of these U.S. TV shows airs earliest in the day?,Mad Money,FALSE,A
212,Which of these U.S. TV shows airs earliest in the day?,World News Tonight,FALSE,C
598,Which of these universities has produced the most Heisman Trophy winners?,Auburn,FALSE,C
598,Which of these universities has produced the most Heisman Trophy winners?,Florida State,FALSE,B
598,Which of these universities has produced the most Heisman Trophy winners?,Notre Dame,TRUE,A
1139,Which of these US presidents was NEVER impeached?,Andrew Johnson,FALSE,C
1139,Which of these US presidents was NEVER impeached?,Bill Clinton,FALSE,B
1139,Which of these US presidents was NEVER impeached?,Richard Nixon,TRUE,A
1270,Which of these US states does NOT have a sales tax?,Ohio,FALSE,A
1270,Which of these US states does NOT have a sales tax?,Oklahoma,FALSE,B
1270,Which of these US states does NOT have a sales tax?,Oregon,TRUE,C
1478,Which of these US states has the most official state songs?,Tennessee,TRUE,B
1478,Which of these US states has the most official state songs?,Texas,FALSE,C
1478,Which of these US states has the most official state songs?,West Virginia,FALSE,A
1360,Which of these US states is part of the Delmarva Peninsula?,Arizona,FALSE,C
1360,Which of these US states is part of the Delmarva Peninsula?,Arkansas,FALSE,A
1360,Which of these US states is part of the Delmarva Peninsula?,Maryland,TRUE,B
1256,Which of these US states’ capitals has the fewest residents?,Iowa,FALSE,C
1256,Which of these US states’ capitals has the fewest residents?,Maryland,TRUE,A
1256,Which of these US states’ capitals has the fewest residents?,Minnesota,FALSE,B
